id,postcode,ward
818539,OX3 8LJ,Quarry and Risinghurst
818540,OX3 8LL,Quarry and Risinghurst
818541,OX3 8LN,Quarry and Risinghurst
818542,OX3 8LP,Quarry and Risinghurst
818543,OX3 8LQ,Quarry and Risinghurst
818544,OX3 8LR,Quarry and Risinghurst
818545,OX3 8LS,Quarry and Risinghurst
818546,OX3 8LT,Quarry and Risinghurst
818547,OX3 8LU,Quarry and Risinghurst
818548,OX3 8LW,Quarry and Risinghurst
818549,OX3 8LX,Barton and Sandhills
818550,OX3 8LY,Barton and Sandhills
818551,OX3 8LZ,Barton and Sandhills
818552,OX3 8NB,Headington
818553,OX3 8ND,Quarry and Risinghurst
818554,OX3 8NE,Headington
818555,OX3 8NF,Headington
818556,OX3 8NG,Headington
818557,OX3 8NJ,Quarry and Risinghurst
818558,OX3 8NL,Headington
818559,OX3 8NN,Headington
818560,OX3 8NP,Quarry and Risinghurst
818561,OX3 8NQ,Quarry and Risinghurst
818562,OX3 8NR,Headington
818563,OX3 8NS,Quarry and Risinghurst
818564,OX3 8NT,Quarry and Risinghurst
818565,OX3 8NU,Quarry and Risinghurst
818566,OX3 8NW,Quarry and Risinghurst
818567,OX3 8NX,Quarry and Risinghurst
818568,OX3 8NY,Quarry and Risinghurst
818569,OX3 8NZ,Quarry and Risinghurst
818570,OX3 8PA,Quarry and Risinghurst
818571,OX3 8PB,Quarry and Risinghurst
818572,OX3 8PD,Quarry and Risinghurst
818573,OX3 8PE,Quarry and Risinghurst
818574,OX3 8PF,Quarry and Risinghurst
818575,OX3 8PJ,Churchill
818576,OX3 8PL,Barton and Sandhills
818577,OX3 8PP,Churchill
818578,OX3 8PR,Churchill
818579,OX3 8PS,Churchill
818580,OX3 8PT,Churchill
818581,OX3 8PU,Churchill
818582,OX3 8PX,Churchill
818583,OX3 8PY,Churchill
818584,OX3 8PZ,Churchill
818585,OX3 8QA,Churchill
818586,OX3 8QD,Churchill
818587,OX3 8QE,Churchill
818588,OX3 8QF,Churchill
818589,OX3 8QG,Churchill
818590,OX3 8QH,Churchill
818591,OX3 8QJ,Churchill
818592,OX3 8QL,Churchill
818593,OX3 8QN,Churchill
818594,OX3 8QP,Churchill
818595,OX3 8QQ,Churchill
818596,OX3 8QR,Churchill
818597,OX3 8QS,Churchill
818598,OX3 8QT,Churchill
818599,OX3 8QU,Churchill
818600,OX3 8QW,Churchill
818601,OX3 8QX,Churchill
818602,OX3 8QY,Churchill
818603,OX3 8RA,Churchill
818604,OX3 8RB,Churchill
818605,OX3 8RD,Churchill
818606,OX3 8RE,Churchill
818607,OX3 8RF,Churchill
818608,OX3 8RG,Churchill
818609,OX3 8RH,Churchill
818610,OX3 8RJ,Churchill
818611,OX3 8RL,Churchill
818612,OX3 8RN,Churchill
818613,OX3 8RP,Churchill
818614,OX3 8RQ,Churchill
818615,OX3 8RR,Churchill
818616,OX3 8RS,Churchill
818617,OX3 8RT,Churchill
818618,OX3 8RU,Churchill
818619,OX3 8RW,Churchill
818620,OX3 8RY,Churchill
818621,OX3 8SB,Quarry and Risinghurst
818622,OX3 8SE,Headington
818623,OX3 8SF,Quarry and Risinghurst
818624,OX3 8SS,Quarry and Risinghurst
818626,OX3 8SX,Churchill
818627,OX3 8SY,Quarry and Risinghurst
818628,OX3 8SZ,Quarry and Risinghurst
818632,OX3 8TG,Churchill
818633,OX3 8TH,Quarry and Risinghurst
818634,OX3 8TP,Quarry and Risinghurst
818635,OX3 8TR,Churchill
818636,OX3 8TS,Churchill
818637,OX3 8TT,Churchill
818639,OX3 8XD,Barton and Sandhills
818640,OX3 9AA,Headington
818641,OX3 9AE,Headington
818642,OX3 9AJ,Headington
818643,OX3 9AY,Headington
818644,OX3 9BA,Headington
818645,OX3 9BG,Barton and Sandhills
818646,OX3 9BH,Headington
818647,OX3 9BJ,Headington
818648,OX3 9BN,Headington
818649,OX3 9BS,Barton and Sandhills
818650,OX3 9BT,Headington
818651,OX3 9BU,Headington
818652,OX3 9BX,Headington
818653,OX3 9BY,Headington
818654,OX3 9DA,Headington
818655,OX3 9DB,Headington Hill and Northway
818656,OX3 9DD,Headington Hill and Northway
818657,OX3 9DE,Headington Hill and Northway
818658,OX3 9DG,Headington Hill and Northway
818659,OX3 9DH,Headington Hill and Northway
818660,OX3 9DJ,Headington Hill and Northway
818661,OX3 9DL,Headington
818662,OX3 9DN,Headington
818663,OX3 9DP,Headington
818664,OX3 9DQ,Headington Hill and Northway
818665,OX3 9DR,Headington
818666,OX3 9DT,Headington
818667,OX3 9DW,Headington
818668,OX3 9DY,Headington
818669,OX3 9ED,Quarry and Risinghurst
818670,OX3 9EE,Quarry and Risinghurst
818671,OX3 9EF,Barton and Sandhills
818672,OX3 9EG,Quarry and Risinghurst
818673,OX3 9EH,Barton and Sandhills
818674,OX3 9EJ,Barton and Sandhills
818675,OX3 9EL,Barton and Sandhills
818676,OX3 9EN,Barton and Sandhills
818677,OX3 9EP,Barton and Sandhills
818678,OX3 9ER,Barton and Sandhills
818679,OX3 9ES,Barton and Sandhills
818680,OX3 9ET,Barton and Sandhills
818681,OX3 9EU,Barton and Sandhills
818682,OX3 9EW,Barton and Sandhills
818683,OX3 9EX,Barton and Sandhills
818684,OX3 9EY,Barton and Sandhills
818685,OX3 9EZ,Barton and Sandhills
818686,OX3 9FA,Headington
818687,OX3 9HA,Barton and Sandhills
818688,OX3 9HB,Barton and Sandhills
818689,OX3 9HD,Barton and Sandhills
818690,OX3 9HE,Barton and Sandhills
818691,OX3 9HJ,Barton and Sandhills
818692,OX3 9HN,Headington
818693,OX3 9HP,Headington
818694,OX3 9HT,Headington
818695,OX3 9HU,Headington
818696,OX3 9HW,Headington
818697,OX3 9HX,Headington
818698,OX3 9HY,Headington
818699,OX3 9HZ,Headington
818700,OX3 9JA,Barton and Sandhills
818701,OX3 9JB,Barton and Sandhills
818702,OX3 9JD,Barton and Sandhills
818703,OX3 9JE,Barton and Sandhills
818704,OX3 9JF,Barton and Sandhills
818705,OX3 9JG,Barton and Sandhills
818706,OX3 9JH,Barton and Sandhills
818707,OX3 9JJ,Barton and Sandhills
818708,OX3 9JL,Barton and Sandhills
818709,OX3 9JN,Barton and Sandhills
818710,OX3 9JP,Headington
818711,OX3 9JQ,Barton and Sandhills
818712,OX3 9JR,Barton and Sandhills
818713,OX3 9JS,Barton and Sandhills
818714,OX3 9JU,Headington
818715,OX3 9JW,Barton and Sandhills
818716,OX3 9JX,Barton and Sandhills
818717,OX3 9JY,Barton and Sandhills
818718,OX3 9JZ,Barton and Sandhills
818719,OX3 9LA,Barton and Sandhills
818720,OX3 9LB,Barton and Sandhills
818721,OX3 9LD,Barton and Sandhills
818722,OX3 9LE,Barton and Sandhills
818723,OX3 9LF,Barton and Sandhills
818724,OX3 9LG,Barton and Sandhills
818725,OX3 9LH,Barton and Sandhills
818726,OX3 9LJ,Barton and Sandhills
818727,OX3 9LL,Barton and Sandhills
818728,OX3 9LN,Barton and Sandhills
818729,OX3 9LP,Barton and Sandhills
818730,OX3 9LQ,Barton and Sandhills
818731,OX3 9LR,Barton and Sandhills
818732,OX3 9LT,Barton and Sandhills
818733,OX3 9LU,Barton and Sandhills
818734,OX3 9LW,Barton and Sandhills
818735,OX3 9LX,Barton and Sandhills
818736,OX3 9LY,Barton and Sandhills
818737,OX3 9LZ,Barton and Sandhills
818738,OX3 9NA,Barton and Sandhills
818739,OX3 9NB,Barton and Sandhills
818740,OX3 9ND,Barton and Sandhills
818741,OX3 9NE,Barton and Sandhills
818742,OX3 9NF,Barton and Sandhills
818743,OX3 9NG,Barton and Sandhills
818744,OX3 9NH,Barton and Sandhills
818745,OX3 9NJ,Barton and Sandhills
818746,OX3 9NL,Barton and Sandhills
818747,OX3 9NN,Barton and Sandhills
818748,OX3 9NQ,Barton and Sandhills
818749,OX3 9NR,Barton and Sandhills
818750,OX3 9NS,Barton and Sandhills
818751,OX3 9NW,Barton and Sandhills
818752,OX3 9NX,Barton and Sandhills
818753,OX3 9NY,Barton and Sandhills
818754,OX3 9NZ,Barton and Sandhills
818755,OX3 9PA,Barton and Sandhills
818756,OX3 9PB,Barton and Sandhills
818757,OX3 9PD,Barton and Sandhills
818758,OX3 9PE,Barton and Sandhills
818759,OX3 9PF,Barton and Sandhills
818760,OX3 9PG,Barton and Sandhills
818761,OX3 9PH,Barton and Sandhills
818762,OX3 9PJ,Barton and Sandhills
818763,OX3 9PL,Barton and Sandhills
818764,OX3 9PP,Barton and Sandhills
818765,OX3 9PQ,Barton and Sandhills
818766,OX3 9PR,Barton and Sandhills
818767,OX3 9PS,Headington Hill and Northway
818768,OX3 9PT,Headington Hill and Northway
818769,OX3 9PU,Headington Hill and Northway
818770,OX3 9PW,Barton and Sandhills
818771,OX3 9PX,Headington Hill and Northway
818772,OX3 9PY,Headington Hill and Northway
818773,OX3 9PZ,Headington Hill and Northway
818774,OX3 9QA,Headington Hill and Northway
818775,OX3 9QB,Headington Hill and Northway
818776,OX3 9QD,Headington Hill and Northway
818777,OX3 9QE,Headington Hill and Northway
818778,OX3 9QF,Headington Hill and Northway
818779,OX3 9QG,Headington Hill and Northway
818780,OX3 9QH,Headington Hill and Northway
818781,OX3 9QJ,Headington Hill and Northway
818782,OX3 9QL,Headington Hill and Northway
818783,OX3 9QN,Headington Hill and Northway
818784,OX3 9QP,Headington Hill and Northway
818785,OX3 9QQ,Headington Hill and Northway
818786,OX3 9QR,Headington Hill and Northway
818787,OX3 9QS,Headington Hill and Northway
818788,OX3 9QW,Headington Hill and Northway
818789,OX3 9QX,Headington Hill and Northway
818790,OX3 9QY,Headington Hill and Northway
818791,OX3 9QZ,Headington Hill and Northway
818792,OX3 9RA,Headington Hill and Northway
818793,OX3 9RB,Headington Hill and Northway
818794,OX3 9RD,Headington Hill and Northway
818795,OX3 9RE,Headington Hill and Northway
818796,OX3 9RF,Headington Hill and Northway
818797,OX3 9RG,Headington Hill and Northway
818798,OX3 9RH,Headington Hill and Northway
818799,OX3 9RL,Headington Hill and Northway
818800,OX3 9RN,Barton and Sandhills
818801,OX3 9RQ,Headington Hill and Northway
818809,OX3 9SG,Barton and Sandhills
818810,OX3 9SH,Barton and Sandhills
818811,OX3 9SJ,Barton and Sandhills
818815,OX3 9SQ,Barton and Sandhills
818858,OX3 9YD,Littlemore
819316,OX4 1AA,St Clement's
819317,OX4 1AB,St Clement's
819318,OX4 1AD,St Clement's
819319,OX4 1AE,St Clement's
819320,OX4 1AF,St Clement's
819321,OX4 1AG,St Clement's
819322,OX4 1AH,St Clement's
819323,OX4 1AP,St Clement's
819324,OX4 1AR,St Clement's
819325,OX4 1AS,St Clement's
819326,OX4 1AU,St Clement's
819327,OX4 1AW,St Clement's
819328,OX4 1AX,St Clement's
819329,OX4 1AY,St Clement's
819330,OX4 1AZ,St Clement's
819331,OX4 1BA,St Clement's
819332,OX4 1BD,St Clement's
819333,OX4 1BE,St Clement's
819334,OX4 1BG,St Clement's
819335,OX4 1BH,St Clement's
819336,OX4 1BJ,St Clement's
819337,OX4 1BN,St Clement's
819338,OX4 1BT,St Clement's
819339,OX4 1BU,St Clement's
819340,OX4 1BW,St Clement's
819341,OX4 1BX,St Clement's
819342,OX4 1BY,St Clement's
819343,OX4 1BZ,St Clement's
819344,OX4 1DA,St Clement's
819345,OX4 1DD,St Clement's
819346,OX4 1DE,St Clement's
819347,OX4 1DF,St Clement's
819348,OX4 1DG,St Clement's
819349,OX4 1DL,St Clement's
819350,OX4 1DQ,St Clement's
819351,OX4 1DT,St Clement's
819352,OX4 1DW,St Clement's
819353,OX4 1DY,St Mary's
819354,OX4 1DZ,St Mary's
819355,OX4 1EA,St Mary's
819356,OX4 1EB,St Mary's
819357,OX4 1EF,St Mary's
819358,OX4 1EG,St Mary's
819359,OX4 1EH,St Mary's
819360,OX4 1EJ,St Mary's
819361,OX4 1EL,St Mary's
819362,OX4 1EN,St Mary's
819363,OX4 1EP,St Mary's
819364,OX4 1EQ,St Mary's
819365,OX4 1ER,St Mary's
819366,OX4 1ES,St Mary's
819367,OX4 1ET,St Mary's
819368,OX4 1EU,St Mary's
819369,OX4 1EW,St Mary's
819370,OX4 1EX,St Mary's
819371,OX4 1EZ,St Mary's
819372,OX4 1FA,St Mary's
819373,OX4 1FN,St Clement's
819374,OX4 1FQ,St Mary's
819375,OX4 1FW,St Mary's
819376,OX4 1FY,St Clement's
819377,OX4 1GA,St Clement's
819378,OX4 1GB,St Clement's
819379,OX4 1GD,St Clement's
819380,OX4 1GE,St Clement's
819381,OX4 1GQ,St Clement's
819382,OX4 1GS,St Mary's
819383,OX4 1GY,St Clement's
819384,OX4 1HA,St Mary's
819385,OX4 1HB,St Mary's
819386,OX4 1HD,St Mary's
819387,OX4 1HE,St Mary's
819388,OX4 1HF,St Mary's
819389,OX4 1HG,St Mary's
819390,OX4 1HP,St Clement's
819391,OX4 1HR,St Clement's
819392,OX4 1HU,St Clement's
819393,OX4 1HX,St Mary's
819394,OX4 1HY,St Mary's
819395,OX4 1HZ,St Mary's
819396,OX4 1JB,St Mary's
819397,OX4 1JE,St Mary's
819398,OX4 1JJ,St Mary's
819399,OX4 1JL,St Clement's
819400,OX4 1JP,St Clement's
819401,OX4 1JR,St Mary's
819402,OX4 1JS,St Mary's
819403,OX4 1JT,St Mary's
819404,OX4 1JU,St Mary's
819405,OX4 1JW,St Clement's
819406,OX4 1JX,St Mary's
819407,OX4 1LE,St Clement's
819408,OX4 1LH,St Clement's
819409,OX4 1LJ,St Clement's
819410,OX4 1LN,St Clement's
819411,OX4 1LP,St Clement's
819412,OX4 1LR,St Clement's
819413,OX4 1LS,St Clement's
819414,OX4 1LT,St Clement's
819415,OX4 1LU,St Clement's
819416,OX4 1LW,St Clement's
819417,OX4 1LX,St Clement's
819418,OX4 1LY,St Clement's
819419,OX4 1LZ,St Clement's
819420,OX4 1NA,St Clement's
819421,OX4 1NB,St Clement's
819422,OX4 1ND,St Clement's
819423,OX4 1NE,St Clement's
819424,OX4 1NF,St Clement's
819425,OX4 1NG,St Clement's
819426,OX4 1NH,St Clement's
819427,OX4 1NJ,St Clement's
819428,OX4 1NL,St Clement's
819429,OX4 1NQ,St Clement's
819430,OX4 1NT,St Clement's
819431,OX4 1NU,St Clement's
819432,OX4 1NX,St Clement's
819433,OX4 1NY,St Clement's
819434,OX4 1NZ,St Clement's
819435,OX4 1PA,St Clement's
819436,OX4 1PB,St Clement's
819437,OX4 1PD,St Clement's
819438,OX4 1PE,St Clement's
819439,OX4 1PH,St Clement's
819440,OX4 1PN,St Mary's
819441,OX4 1PR,St Mary's
819442,OX4 1PS,St Mary's
819443,OX4 1PU,St Mary's
819444,OX4 1PX,St Mary's
819445,OX4 1PY,St Mary's
819446,OX4 1PZ,St Mary's
819447,OX4 1QA,St Mary's
819448,OX4 1QB,St Mary's
819449,OX4 1QD,St Mary's
819450,OX4 1QE,St Mary's
819451,OX4 1QG,St Mary's
819452,OX4 1QH,St Mary's
819453,OX4 1QJ,St Mary's
819454,OX4 1QL,St Mary's
819455,OX4 1QN,St Mary's
819456,OX4 1QP,St Mary's
819457,OX4 1QQ,St Mary's
819458,OX4 1QR,St Mary's
819459,OX4 1QS,St Mary's
819460,OX4 1QU,St Mary's
819461,OX4 1QW,St Mary's
819462,OX4 1QX,St Mary's
819463,OX4 1QY,St Mary's
819464,OX4 1QZ,St Mary's
819465,OX4 1RB,St Mary's
819466,OX4 1RE,St Mary's
819467,OX4 1RG,St Mary's
819468,OX4 1RH,St Mary's
819469,OX4 1RJ,St Mary's
819470,OX4 1RL,St Mary's
819471,OX4 1RN,St Mary's
819472,OX4 1RP,St Mary's
819473,OX4 1RQ,St Mary's
819474,OX4 1RU,St Mary's
819475,OX4 1RW,St Mary's
819476,OX4 1SA,Iffley Fields
819477,OX4 1SB,Iffley Fields
819478,OX4 1SD,Iffley Fields
819479,OX4 1SE,Iffley Fields
819480,OX4 1SH,St Mary's
819481,OX4 1SJ,St Mary's
819482,OX4 1SL,Iffley Fields
819483,OX4 1SN,Iffley Fields
819484,OX4 1SP,Iffley Fields
819485,OX4 1SQ,St Mary's
819486,OX4 1SS,Iffley Fields
819487,OX4 1ST,Iffley Fields
819488,OX4 1SU,Iffley Fields
819489,OX4 1SW,Iffley Fields
819490,OX4 1SX,Iffley Fields
819491,OX4 1SY,Iffley Fields
819492,OX4 1SZ,Iffley Fields
819493,OX4 1TA,Iffley Fields
819494,OX4 1TB,Iffley Fields
819495,OX4 1TD,Iffley Fields
819496,OX4 1TE,Iffley Fields
819497,OX4 1TF,Iffley Fields
819498,OX4 1TG,Iffley Fields
819499,OX4 1TH,Iffley Fields
819500,OX4 1TL,Iffley Fields
819501,OX4 1TQ,Iffley Fields
819502,OX4 1TW,St Mary's
819503,OX4 1TY,St Mary's
819504,OX4 1TZ,St Mary's
819505,OX4 1UA,St Clement's
819506,OX4 1UE,St Mary's
819507,OX4 1UF,St Mary's
819508,OX4 1UH,St Mary's
819509,OX4 1UQ,St Mary's
819510,OX4 1UR,St Mary's
819511,OX4 1UT,St Clement's
819512,OX4 1XA,St Clement's
819513,OX4 1XF,St Clement's
819514,OX4 1XG,St Clement's
819515,OX4 1XH,St Clement's
819516,OX4 1XL,St Clement's
819517,OX4 1XP,St Clement's
819518,OX4 1XQ,St Clement's
819519,OX4 1XR,St Clement's
819520,OX4 1XU,St Clement's
819521,OX4 1XW,St Clement's
819522,OX4 1XX,St Clement's
819523,OX4 1XY,St Mary's
819524,OX4 1XZ,St Mary's
819525,OX4 1YA,St Mary's
819526,OX4 1YB,St Mary's
819527,OX4 1YD,St Mary's
819528,OX4 1YL,St Clement's
819529,OX4 1YS,St Clement's
819530,OX4 1YZ,St Clement's
819531,OX4 2AD,St Clement's
819532,OX4 2AE,Cowley Marsh
819533,OX4 2AF,Cowley Marsh
819534,OX4 2AG,Cowley Marsh
819535,OX4 2AJ,St Clement's
819536,OX4 2AL,Cowley Marsh
819537,OX4 2AN,Cowley Marsh
819538,OX4 2AP,Cowley Marsh
819539,OX4 2AQ,Cowley Marsh
819540,OX4 2AR,Cowley Marsh
819541,OX4 2AS,Cowley Marsh
819542,OX4 2AW,Cowley Marsh
819543,OX4 2AX,Cowley Marsh
819544,OX4 2AZ,Cowley Marsh
819545,OX4 2BA,Cowley Marsh
819546,OX4 2BB,Cowley Marsh
819547,OX4 2BG,Cowley Marsh
819548,OX4 2BP,Cowley Marsh
819549,OX4 2BQ,Cowley Marsh
819550,OX4 2BS,Cowley Marsh
819551,OX4 2BU,Cowley
819552,OX4 2BX,Cowley Marsh
819553,OX4 2BY,Cowley Marsh
819554,OX4 2BZ,Cowley Marsh
819555,OX4 2DA,Cowley Marsh
819556,OX4 2DB,Cowley Marsh
819557,OX4 2DD,Cowley Marsh
819558,OX4 2DH,Cowley Marsh
819559,OX4 2DJ,Cowley Marsh
819560,OX4 2DL,Cowley Marsh
819561,OX4 2DN,Cowley Marsh
819562,OX4 2DP,Cowley Marsh
819563,OX4 2DR,Cowley Marsh
819564,OX4 2DS,Cowley Marsh
819565,OX4 2DT,Cowley Marsh
819566,OX4 2DU,Cowley Marsh
819567,OX4 2DW,Cowley Marsh
819568,OX4 2EA,Cowley Marsh
819569,OX4 2ED,Cowley Marsh
819570,OX4 2EE,Cowley Marsh
819571,OX4 2EF,Cowley Marsh
819572,OX4 2EL,Cowley Marsh
819573,OX4 2EN,Cowley Marsh
819574,OX4 2EP,Cowley Marsh
819575,OX4 2ER,Cowley Marsh
819576,OX4 2ES,Cowley Marsh
819577,OX4 2ET,Cowley Marsh
819578,OX4 2EU,Cowley Marsh
819579,OX4 2EW,Cowley Marsh
819580,OX4 2EX,Cowley Marsh
819581,OX4 2EZ,Cowley Marsh
819582,OX4 2FB,Cowley Marsh
819583,OX4 2FG,Cowley Marsh
819584,OX4 2FN,Cowley Marsh
819585,OX4 2FQ,Cowley Marsh
819586,OX4 2FU,Cowley Marsh
819587,OX4 2FW,Cowley Marsh
819588,OX4 2FY,Lye Valley
819589,OX4 2GE,Cowley Marsh
819590,OX4 2GF,Cowley Marsh
819591,OX4 2GG,Cowley Marsh
819592,OX4 2GN,Cowley Marsh
819593,OX4 2GW,Cowley Marsh
819594,OX4 2GY,Cowley Marsh
819595,OX4 2GZ,Lye Valley
819596,OX4 2HB,Cowley Marsh
819597,OX4 2HD,Cowley Marsh
819598,OX4 2HE,Cowley Marsh
819599,OX4 2HF,Cowley Marsh
819600,OX4 2HG,Cowley Marsh
819601,OX4 2HH,Cowley Marsh
819602,OX4 2HJ,Cowley Marsh
819603,OX4 2HQ,Cowley Marsh
819604,OX4 2HR,Cowley Marsh
819605,OX4 2HS,Cowley Marsh
819606,OX4 2HX,Lye Valley
819607,OX4 2HY,Lye Valley
819608,OX4 2HZ,Lye Valley
819609,OX4 2JB,Lye Valley
819610,OX4 2JD,Lye Valley
819611,OX4 2JE,Lye Valley
819612,OX4 2JF,Lye Valley
819613,OX4 2JG,Lye Valley
819614,OX4 2JH,Lye Valley
819615,OX4 2JJ,Lye Valley
819616,OX4 2JL,Lye Valley
819617,OX4 2JN,Lye Valley
819618,OX4 2JP,Lye Valley
819619,OX4 2JQ,Lye Valley
819620,OX4 2JR,Lye Valley
819621,OX4 2JS,Lye Valley
819622,OX4 2JT,Lye Valley
819623,OX4 2JW,Lye Valley
819624,OX4 2JX,Cowley Marsh
819625,OX4 2LA,Cowley Marsh
819626,OX4 2LD,Cowley Marsh
819627,OX4 2LF,Cowley
819628,OX4 2LG,Cowley
819629,OX4 2NA,Cowley Marsh
819630,OX4 2NB,Lye Valley
819631,OX4 2ND,Cowley Marsh
819632,OX4 2NE,Cowley Marsh
819633,OX4 2NH,Lye Valley
819634,OX4 2NJ,Lye Valley
819635,OX4 2NL,Lye Valley
819636,OX4 2NP,Lye Valley
819637,OX4 2NQ,Lye Valley
819638,OX4 2NR,Lye Valley
819639,OX4 2NS,Cowley Marsh
819640,OX4 2NT,Cowley Marsh
819641,OX4 2NU,Cowley Marsh
819642,OX4 2NW,Lye Valley
819643,OX4 2NX,Cowley Marsh
819644,OX4 2NY,Cowley Marsh
819645,OX4 2NZ,Cowley Marsh
819646,OX4 2PA,Cowley Marsh
819647,OX4 2PB,Cowley Marsh
819648,OX4 2PD,Cowley Marsh
819649,OX4 2PE,Cowley Marsh
819650,OX4 2PL,Cowley Marsh
819651,OX4 2PP,Lye Valley
819652,OX4 2PQ,Cowley Marsh
819653,OX4 2PR,Lye Valley
819654,OX4 2PS,Lye Valley
819655,OX4 2PU,Lye Valley
819656,OX4 2PW,Lye Valley
819657,OX4 2PX,Lye Valley
819658,OX4 2PY,Lye Valley
819659,OX4 2QA,Lye Valley
819660,OX4 2QB,Lye Valley
819661,OX4 2QD,Lye Valley
819662,OX4 2QE,Lye Valley
819663,OX4 2QF,Lye Valley
819664,OX4 2QG,Lye Valley
819665,OX4 2QH,Lye Valley
819666,OX4 2QJ,Lye Valley
819667,OX4 2QL,Lye Valley
819668,OX4 2QN,Lye Valley
819669,OX4 2QP,Lye Valley
819670,OX4 2QQ,Lye Valley
819671,OX4 2QR,Lye Valley
819672,OX4 2QS,Lye Valley
819673,OX4 2QT,Lye Valley
819674,OX4 2QU,Lye Valley
819675,OX4 2QW,Lye Valley
819676,OX4 2QX,Lye Valley
819677,OX4 2QY,Lye Valley
819678,OX4 2RA,Lye Valley
819679,OX4 2RB,Lye Valley
819680,OX4 2RG,Lye Valley
819681,OX4 2RH,Lye Valley
819682,OX4 2RQ,Lye Valley
819684,OX4 2RX,Cowley Marsh
819685,OX4 2RY,Lye Valley
819686,OX4 2SF,Cowley Marsh
819687,OX4 2SG,Cowley Marsh
819688,OX4 2SW,Cowley Marsh
819689,OX4 2TA,Lye Valley
819690,OX4 2TB,Lye Valley
819691,OX4 2TD,Lye Valley
819692,OX4 2TE,Lye Valley
819693,OX4 2TF,Lye Valley
819694,OX4 2TG,Lye Valley
819695,OX4 2TH,Lye Valley
819696,OX4 2TJ,Lye Valley
819697,OX4 2TL,Lye Valley
819698,OX4 2TN,Lye Valley
819699,OX4 2TQ,Lye Valley
819700,OX4 2UA,Cowley Marsh
819701,OX4 2UB,Cowley Marsh
819702,OX4 2UE,Lye Valley
819703,OX4 2UF,Lye Valley
819704,OX4 2UG,Cowley Marsh
819705,OX4 2UH,Lye Valley
819706,OX4 2UL,Cowley Marsh
819707,OX4 2UN,Cowley Marsh
819708,OX4 2UQ,Cowley Marsh
819709,OX4 2UW,Cowley Marsh
819710,OX4 2WA,Lye Valley
819711,OX4 2YB,Cowley Marsh
819712,OX4 2YD,Cowley Marsh
819713,OX4 2YE,Cowley Marsh
819714,OX4 2YF,Cowley Marsh
819715,OX4 2YG,Cowley Marsh
819716,OX4 3AA,Iffley Fields
819717,OX4 3AB,Iffley Fields
819718,OX4 3AD,Iffley Fields
819719,OX4 3AF,Iffley Fields
819720,OX4 3AG,Iffley Fields
819721,OX4 3AH,Iffley Fields
819722,OX4 3AJ,Iffley Fields
819723,OX4 3AL,Iffley Fields
819724,OX4 3AN,Iffley Fields
819725,OX4 3AP,Iffley Fields
819726,OX4 3AQ,Iffley Fields
819727,OX4 3AR,Iffley Fields
819728,OX4 3AS,Iffley Fields
819729,OX4 3AT,Iffley Fields
819730,OX4 3AU,Iffley Fields
819731,OX4 3AW,Iffley Fields
819732,OX4 3AX,Iffley Fields
819733,OX4 3AY,Iffley Fields
819734,OX4 3AZ,Iffley Fields
819735,OX4 3BA,Iffley Fields
819736,OX4 3BB,Iffley Fields
819737,OX4 3BD,Iffley Fields
819738,OX4 3BE,Iffley Fields
819739,OX4 3BG,Iffley Fields
819740,OX4 3BH,Iffley Fields
819741,OX4 3BQ,Iffley Fields
819742,OX4 3BS,Iffley Fields
819743,OX4 3BT,Iffley Fields
819744,OX4 3BU,Iffley Fields
819745,OX4 3BW,Cowley
819746,OX4 3BX,Iffley Fields
819747,OX4 3BY,Cowley Marsh
819748,OX4 3BZ,Cowley Marsh
819749,OX4 3DA,Cowley Marsh
819750,OX4 3DB,Cowley Marsh
819751,OX4 3DD,Iffley Fields
